# id|reference|correct answer;three distractors|en|ml|de|fr|it|es|fil
pharaoh-cows|Genesis 41:2|7;3;10;12|How many healthy cows first came out of the Nile in Pharaoh's dream?|ഫറവോന്റെ സ്വപ്നത്തിൽ ആദ്യം നൈൽ നദിയിൽനിന്ന് എത്ര കൊഴുത്ത പശുക്കൾ കയറി വന്നു?|Wie viele wohlgenährte Kühe stiegen in Pharaos Traum zuerst aus dem Nil?|Combien de vaches grasses sont d’abord sorties du Nil dans le rêve du pharaon ?|Quante mucche grasse uscirono per prime dal Nilo nel sogno del faraone?|¿Cuántas vacas gordas salieron primero del Nilo en el sueño del faraón?|Ilang matatabang baka ang unang umahon sa Nilo sa panaginip ni Faraon?
egypt-famine|Genesis 41:30|7;3;10;40|How many years of famine did Joseph predict after the years of plenty?|സമൃദ്ധിയുടെ വർഷങ്ങൾക്കുശേഷം എത്ര വർഷത്തെ ക്ഷാമമാണ് യോസേഫ് പ്രവചിച്ചത്?|Wie viele Hungerjahre sagte Josef nach den Jahren des Überflusses voraus?|Combien d’années de famine Joseph a-t-il annoncées après les années d’abondance ?|Quanti anni di carestia predisse Giuseppe dopo gli anni di abbondanza?|¿Cuántos años de hambre anunció José después de los años de abundancia?|Ilang taon ng taggutom ang sinabi ni Jose na susunod sa mga taon ng kasaganaan?
joseph-age-pharaoh|Genesis 41:46|30;17;40;50|How old was Joseph when he entered Pharaoh's service?|ഫറവോന്റെ സേവനത്തിൽ പ്രവേശിച്ചപ്പോൾ യോസേഫിന് എത്ര വയസ്സായിരുന്നു?|Wie alt war Josef, als er in Pharaos Dienst trat?|Quel âge avait Joseph lorsqu’il est entré au service du pharaon ?|Quanti anni aveva Giuseppe quando entrò al servizio del faraone?|¿Cuántos años tenía José cuando entró al servicio del faraón?|Ilang taon si Jose nang pumasok siya sa paglilingkod kay Faraon?
moses-mother|Exodus 6:20|Jochebed;Miriam;Sarah;Hannah|Who was the mother of Moses and Aaron?|മോശെയുടെയും അഹരോന്റെയും അമ്മ ആര്?|Wer war die Mutter von Mose und Aaron?|Qui était la mère de Moïse et d’Aaron ?|Chi era la madre di Mosè e Aronne?|¿Quién fue la madre de Moisés y Aarón?|Sino ang ina nina Moises at Aaron?
moses-rescued|Exodus 2:5-6|Pharaoh's daughter;Miriam;Sarah;Hannah|Who found the basket containing baby Moses?|മോശെ കുഞ്ഞിനെ വച്ചിരുന്ന കൊട്ട കണ്ടെത്തിയത് ആര്?|Wer fand den Korb mit dem kleinen Mose?|Qui a trouvé le panier contenant le bébé Moïse ?|Chi trovò la cesta con il piccolo Mosè?|¿Quién encontró la cesta con el bebé Moisés?|Sino ang nakakita sa basket na kinalalagyan ng sanggol na si Moises?
moses-wife|Exodus 2:21|Zipporah;Rebekah;Rachel;Leah|What was the name of Moses' wife, the daughter of Reuel?|രെയൂവേലിന്റെ മകളും മോശെയുടെ ഭാര്യയുമായ സ്ത്രീയുടെ പേര് എന്ത്?|Wie hieß Moses Frau, die Tochter Reguëls?|Comment s’appelait la femme de Moïse, fille de Réuel ?|Come si chiamava la moglie di Mosè, figlia di Reuel?|¿Cómo se llamaba la esposa de Moisés, hija de Reuel?|Ano ang pangalan ng asawa ni Moises na anak ni Reuel?
moses-sister|Exodus 15:20|Miriam;Sarah;Hannah;Rebekah|Which prophetess led the women with tambourines after the sea crossing?|കടൽ കടന്നശേഷം തപ്പുകളുമായി സ്ത്രീകളെ നയിച്ച പ്രവാചകി ആര്?|Welche Prophetin führte nach dem Durchzug durchs Meer die Frauen mit Tamburinen an?|Quelle prophétesse a mené les femmes avec des tambourins après la traversée de la mer ?|Quale profetessa guidò le donne con i tamburelli dopo il passaggio del mare?|¿Qué profetisa dirigió a las mujeres con panderos después de cruzar el mar?|Sinong propetisa ang nanguna sa mga babaeng may tamburin matapos tumawid sa dagat?
passover-doorposts|Exodus 12:7|Blood;Water;Oil;Honey|What were the Israelites told to put on their doorposts at the first Passover?|ആദ്യ പെസഹയിൽ കട്ടിളക്കാലുകളിൽ എന്തു പുരട്ടാനാണ് യിസ്രായേല്യരോട് പറഞ്ഞത്?|Was sollten die Israeliten beim ersten Passah an ihre Türpfosten streichen?|Que devaient mettre les Israélites sur leurs montants de porte lors de la première Pâque ?|Che cosa dovevano mettere gli Israeliti sugli stipiti alla prima Pasqua?|¿Qué debían poner los israelitas en los postes de sus puertas en la primera Pascua?|Ano ang ipinahid ng mga Israelita sa mga poste ng pintuan noong unang Paskuwa?
first-plague|Exodus 7:20|Blood;Oil;Honey;Milk|What did the water of the Nile become in the first plague?|ആദ്യ ബാധയിൽ നൈൽ നദിയിലെ വെള്ളം എന്തായി മാറി?|In was verwandelte sich das Nilwasser bei der ersten Plage?|En quoi l’eau du Nil s’est-elle changée lors de la première plaie ?|In che cosa si trasformò l’acqua del Nilo nella prima piaga?|¿En qué se convirtió el agua del Nilo en la primera plaga?|Ano ang naging tubig ng Nilo sa unang salot?
sea-crossing|Exodus 14:21-22|Moses;Aaron;Joshua;Caleb|Who stretched out his hand over the sea before the waters divided?|വെള്ളം പിരിയുന്നതിനുമുമ്പ് കടലിന്മേൽ കൈ നീട്ടിയതാര്?|Wer streckte seine Hand über das Meer aus, bevor sich das Wasser teilte?|Qui a étendu sa main sur la mer avant que les eaux se séparent ?|Chi stese la mano sul mare prima che le acque si dividessero?|¿Quién extendió su mano sobre el mar antes de que se dividieran las aguas?|Sino ang nag-unat ng kamay sa dagat bago nahati ang tubig?
bitter-water|Exodus 15:23|Marah;Elim;Jericho;Bethlehem|Where did the Israelites find water too bitter to drink?|കുടിക്കാൻ കഴിയാത്ത കയ്പുള്ള വെള്ളം യിസ്രായേല്യർ എവിടെ കണ്ടെത്തി?|Wo fanden die Israeliten Wasser, das zu bitter zum Trinken war?|Où les Israélites ont-ils trouvé de l’eau trop amère pour être bue ?|Dove trovarono gli Israeliti acqua troppo amara da bere?|¿Dónde encontraron los israelitas agua demasiado amarga para beber?|Saan nakakita ang mga Israelita ng tubig na napakapait inumin?
ten-commandments|Deuteronomy 4:13|10;5;7;12|How many commandments were written as God's covenant on the tablets?|ഉടമ്പടിയായി ദൈവം പലകകളിൽ എഴുതിയ കല്പനകൾ എത്ര?|Wie viele Gebote wurden als Gottes Bund auf die Tafeln geschrieben?|Combien de commandements ont été écrits sur les tables de l’alliance ?|Quanti comandamenti furono scritti sulle tavole dell’alleanza?|¿Cuántos mandamientos se escribieron en las tablas del pacto?|Ilang utos ang isinulat sa mga tapyas bilang tipan ng Diyos?
stone-tablets|Exodus 31:18|2;3;4;10|How many stone tablets did God give Moses on Mount Sinai?|സീനായി മലയിൽ ദൈവം മോശെയ്ക്ക് എത്ര കൽപ്പലകകൾ നൽകി?|Wie viele Steintafeln gab Gott Mose auf dem Berg Sinai?|Combien de tables de pierre Dieu a-t-il données à Moïse sur le mont Sinaï ?|Quante tavole di pietra diede Dio a Mosè sul monte Sinai?|¿Cuántas tablas de piedra dio Dios a Moisés en el monte Sinaí?|Ilang tapyas na bato ang ibinigay ng Diyos kay Moises sa Bundok Sinai?
golden-calf|Exodus 32:4|Calf;Lion;Eagle;Dove|What animal did Aaron shape from the people's gold?|ജനങ്ങളുടെ സ്വർണ്ണംകൊണ്ട് അഹരോൻ ഏതു മൃഗത്തിന്റെ രൂപമാണ് ഉണ്ടാക്കിയത്?|Welches Tier formte Aaron aus dem Gold des Volkes?|Quel animal Aaron a-t-il façonné avec l’or du peuple ?|Quale animale modellò Aronne con l’oro del popolo?|¿Qué animal formó Aarón con el oro del pueblo?|Anong hayop ang hinubog ni Aaron mula sa ginto ng mga tao?
sinai-mountain|Exodus 19:20|Sinai;Carmel;Ararat;Zion|On which mountain did the Lord call Moses to the summit in Exodus 19?|പുറപ്പാട് 19-ൽ ഏതു മലയുടെ മുകളിലേക്കാണ് യഹോവ മോശെയെ വിളിച്ചത്?|Auf welchem Berg rief der Herr Mose in 2. Mose 19 zum Gipfel?|Sur quelle montagne le Seigneur a-t-il appelé Moïse au sommet en Exode 19 ?|Su quale monte il Signore chiamò Mosè sulla vetta in Esodo 19?|¿En qué monte llamó el Señor a Moisés a la cumbre en Éxodo 19?|Saang bundok tinawag ng Panginoon si Moises sa tuktok sa Exodo 19?
spies-grapes|Numbers 13:23|Grapes;Figs;Olives;Dates|Which fruit cluster did the spies carry on a pole between two men?|രണ്ടുപേർ ഒരു തണ്ടിൽ ചുമന്നുകൊണ്ടുവന്ന പഴക്കുല ഏത്?|Welche Fruchttraube trugen zwei Kundschafter an einer Stange?|Quelle grappe de fruits deux explorateurs ont-ils portée sur une perche ?|Quale grappolo di frutta portarono due esploratori su una stanga?|¿Qué racimo de fruta llevaron dos exploradores en una vara?|Anong kumpol ng prutas ang dinala ng dalawang espiya sa isang pingga?
faithful-spies|Numbers 14:6|Caleb;Aaron;Gideon;Samson|Which spy tore his clothes together with Joshua in Numbers 14?|സംഖ്യാപുസ്തകം 14-ൽ യോശുവയോടൊപ്പം വസ്ത്രം കീറിയ ഒറ്റുകാരൻ ആര്?|Welcher Kundschafter zerriss in 4. Mose 14 zusammen mit Josua seine Kleider?|Quel explorateur a déchiré ses vêtements avec Josué en Nombres 14 ?|Quale esploratore si stracciò le vesti insieme a Giosuè in Numeri 14?|¿Qué explorador rasgó sus vestidos junto con Josué en Números 14?|Sinong espiya ang pumunit ng kanyang damit kasama ni Josue sa Mga Bilang 14?
balaam-animal|Numbers 22:28|Donkey;Camel;Horse;Lion|Which animal spoke to Balaam when the Lord opened its mouth?|യഹോവ വായ് തുറന്നപ്പോൾ ബിലെയാമിനോട് സംസാരിച്ച മൃഗം ഏത്?|Welches Tier sprach zu Bileam, als der Herr seinen Mund öffnete?|Quel animal a parlé à Balaam lorsque le Seigneur lui a ouvert la bouche ?|Quale animale parlò a Balaam quando il Signore gli aprì la bocca?|¿Qué animal habló a Balaam cuando el Señor abrió su boca?|Anong hayop ang nagsalita kay Balaam nang buksan ng Panginoon ang bibig nito?
moses-age|Deuteronomy 34:7|120;80;100;150|How old was Moses when he died?|മോശെ മരിക്കുമ്പോൾ എത്ര വയസ്സായിരുന്നു?|Wie alt war Mose, als er starb?|Quel âge avait Moïse à sa mort ?|Quanti anni aveva Mosè quando morì?|¿Cuántos años tenía Moisés cuando murió?|Ilang taon si Moises nang siya ay mamatay?
moses-successor|Deuteronomy 34:9|Joshua;Aaron;Caleb;Gideon|On whom had Moses laid his hands, filling him with the spirit of wisdom?|ജ്ഞാനാത്മാവിനാൽ നിറഞ്ഞവനായി മോശെ കൈവച്ചത് ആരുടെ മേൽ?|Wem hatte Mose die Hände aufgelegt, sodass er vom Geist der Weisheit erfüllt war?|À qui Moïse avait-il imposé les mains, le remplissant de l’esprit de sagesse ?|Su chi Mosè aveva imposto le mani, riempiendolo dello spirito di sapienza?|¿Sobre quién había puesto Moisés sus manos, llenándolo del espíritu de sabiduría?|Kanino ipinatong ni Moises ang kanyang mga kamay, kaya napuspos siya ng espiritu ng karunungan?
rahab-spies|Joshua 2:1-4|Rahab;Ruth;Esther;Deborah|Which woman hid the two spies in Jericho?|യെരീഹോവിലെ രണ്ടു ഒറ്റുകാരെ ഒളിപ്പിച്ച സ്ത്രീ ആര്?|Welche Frau versteckte die beiden Kundschafter in Jericho?|Quelle femme a caché les deux espions à Jéricho ?|Quale donna nascose le due spie a Gerico?|¿Qué mujer escondió a los dos espías en Jericó?|Sinong babae ang nagtago sa dalawang espiya sa Jerico?
jordan-crossing|Joshua 3:17|Jordan;Nile;Euphrates;Tigris|Which river did Israel cross on dry ground under Joshua's leadership?|യോശുവയുടെ നേതൃത്വത്തിൽ യിസ്രായേൽ ഏതു നദിയാണ് ഉണങ്ങിയ നിലത്തിലൂടെ കടന്നത്?|Welchen Fluss überquerte Israel unter Josuas Führung auf trockenem Boden?|Quel fleuve Israël a-t-il traversé à sec sous la conduite de Josué ?|Quale fiume attraversò Israele sull’asciutto sotto la guida di Giosuè?|¿Qué río cruzó Israel en seco bajo el liderazgo de Josué?|Anong ilog ang tinawid ng Israel sa tuyong lupa sa pamumuno ni Josue?
gideon-army|Judges 7:7|300;30;3000;1000|How many men did the Lord choose for Gideon's victory over Midian?|മിദ്യാനെതിരെ ഗിദെയോൻ ജയിക്കാൻ യഹോവ എത്ര പേരെ തിരഞ്ഞെടുത്തു?|Wie viele Männer wählte der Herr für Gideons Sieg über Midian?|Combien d’hommes le Seigneur a-t-il choisis pour la victoire de Gédéon sur Madian ?|Quanti uomini scelse il Signore per la vittoria di Gedeone su Madian?|¿Cuántos hombres eligió el Señor para la victoria de Gedeón sobre Madián?|Ilang lalaki ang pinili ng Panginoon para sa tagumpay ni Gideon laban sa Midian?
samson-hair|Judges 16:17|Samson;Gideon;Saul;David|Who said his strength would leave him if his head were shaved?|തലമുടി ക്ഷൗരം ചെയ്താൽ ശക്തി വിട്ടുപോകുമെന്ന് പറഞ്ഞതാര്?|Wer sagte, seine Kraft würde ihn verlassen, wenn sein Kopf geschoren würde?|Qui a dit qu’il perdrait sa force si sa tête était rasée ?|Chi disse che avrebbe perso la forza se gli avessero rasato il capo?|¿Quién dijo que perdería su fuerza si le raparan la cabeza?|Sino ang nagsabing mawawala ang kanyang lakas kapag inahitan ang kanyang ulo?
deborah-judge|Judges 4:4|Deborah;Ruth;Esther;Hannah|Which prophetess was judging Israel in Judges 4?|ന്യായാധിപന്മാർ 4-ൽ യിസ്രായേലിനെ ന്യായം വിധിച്ച പ്രവാചകി ആര്?|Welche Prophetin richtete Israel in Richter 4?|Quelle prophétesse jugeait Israël en Juges 4 ?|Quale profetessa giudicava Israele in Giudici 4?|¿Qué profetisa juzgaba a Israel en Jueces 4?|Sinong propetisa ang hukom ng Israel sa Mga Hukom 4?
ruth-mother-in-law|Ruth 1:22|Naomi;Hannah;Sarah;Miriam|Who was Ruth's mother-in-law?|രൂത്തിന്റെ അമ്മായിയമ്മ ആര്?|Wer war Ruts Schwiegermutter?|Qui était la belle-mère de Ruth ?|Chi era la suocera di Rut?|¿Quién fue la suegra de Rut?|Sino ang biyenan ni Ruth?
ruth-husband|Ruth 4:13|Boaz;Jesse;David;Saul|Who married Ruth in Bethlehem?|ബേത്ത്‌ലേഹെമിൽ രൂത്തിനെ വിവാഹം ചെയ്തതാര്?|Wer heiratete Rut in Bethlehem?|Qui a épousé Ruth à Bethléem ?|Chi sposò Rut a Betlemme?|¿Quién se casó con Rut en Belén?|Sino ang nagpakasal kay Ruth sa Betlehem?
samuel-mother|1 Samuel 1:20|Hannah;Naomi;Ruth;Deborah|Who gave birth to Samuel and named him?|ശമൂവേലിനെ പ്രസവിച്ച് പേരിട്ടത് ആര്?|Wer gebar Samuel und gab ihm seinen Namen?|Qui a donné naissance à Samuel et lui a donné son nom ?|Chi partorì Samuele e gli diede il nome?|¿Quién dio a luz a Samuel y le puso ese nombre?|Sino ang nagsilang kay Samuel at nagbigay sa kanya ng pangalan?
samuel-eli|1 Samuel 3:1|Eli;Samuel;Nathan;Elijah|Under which priest did the boy Samuel serve the Lord?|ശമൂവേൽ ബാലൻ ഏതു പുരോഹിതന്റെ കീഴിൽ യഹോവയെ ശുശ്രൂഷിച്ചു?|Unter welchem Priester diente der junge Samuel dem Herrn?|Sous quel prêtre le jeune Samuel servait-il le Seigneur ?|Sotto quale sacerdote il giovane Samuele serviva il Signore?|¿Bajo qué sacerdote servía al Señor el joven Samuel?|Sa ilalim ng sinong pari naglingkod sa Panginoon ang batang si Samuel?
david-father|1 Samuel 17:12|Jesse;Saul;Jonathan;Samuel|Who was David's father?|ദാവീദിന്റെ പിതാവ് ആര്?|Wer war Davids Vater?|Qui était le père de David ?|Chi era il padre di Davide?|¿Quién fue el padre de David?|Sino ang ama ni David?
david-friend|1 Samuel 18:1|Jonathan;Absalom;Goliath;Saul|Whose soul was closely bound to David's after David spoke to Saul?|ദാവീദ് ശൗലിനോട് സംസാരിച്ചതിനുശേഷം ആരുടെ മനസ്സാണ് ദാവീദിനോട് പറ്റിച്ചേർന്നത്?|Wessen Seele verband sich eng mit David, nachdem David mit Saul gesprochen hatte?|Qui s’est profondément attaché à David après que celui-ci a parlé à Saül ?|Chi si legò profondamente a Davide dopo che questi parlò con Saul?|¿Quién quedó profundamente unido a David después de que este habló con Saúl?|Sino ang naging lubos na malapit kay David matapos siyang makipag-usap kay Saul?
saul-chosen|1 Samuel 10:24|Saul;David;Solomon;Samuel|Which man did Samuel present as the king chosen by the Lord in 1 Samuel 10?|1 ശമൂവേൽ 10-ൽ യഹോവ തിരഞ്ഞെടുത്ത രാജാവായി ശമൂവേൽ ആരെ അവതരിപ്പിച്ചു?|Wen stellte Samuel in 1. Samuel 10 als den vom Herrn erwählten König vor?|Qui Samuel a-t-il présenté comme le roi choisi par le Seigneur en 1 Samuel 10 ?|Chi presentò Samuele come il re scelto dal Signore in 1 Samuele 10?|¿A quién presentó Samuel como el rey elegido por el Señor en 1 Samuel 10?|Sino ang ipinakilala ni Samuel bilang haring pinili ng Panginoon sa 1 Samuel 10?
david-stones|1 Samuel 17:40|5;3;7;12|How many smooth stones did David choose from the stream?|ദാവീദ് തോട്ടിൽനിന്ന് എത്ര മിനുസമുള്ള കല്ലുകൾ എടുത്തു?|Wie viele glatte Steine suchte David aus dem Bach aus?|Combien de pierres lisses David a-t-il choisies dans le torrent ?|Quante pietre lisce scelse Davide dal torrente?|¿Cuántas piedras lisas escogió David del arroyo?|Ilang makikinis na bato ang pinili ni David mula sa batis?
solomon-prayer|1 Kings 3:9|Solomon;Saul;David;Josiah|Which king asked for an understanding heart to judge God's people?|ദൈവജനത്തെ ന്യായം വിധിക്കാൻ വിവേകമുള്ള ഹൃദയം ചോദിച്ച രാജാവ് ആര്?|Welcher König bat um ein verständiges Herz, um Gottes Volk zu richten?|Quel roi a demandé un cœur intelligent pour juger le peuple de Dieu ?|Quale re chiese un cuore intelligente per giudicare il popolo di Dio?|¿Qué rey pidió un corazón entendido para juzgar al pueblo de Dios?|Sinong hari ang humiling ng pusong maunawain upang humatol sa bayan ng Diyos?
